Thaw Number,Thaw Name,YPC Number,YPC Component,Delta Pi
1359,Lal 42846,5307.0,,
1360,Sigma 2862 A,0.0,,
1361,Sigma 2950 A,5541.0,M,
,,5541.0,A,
1362,Lal 45585,5634.0,M,
,,5634.0,A,
1363,Omega Sigma 503,5737.0,,
1364,Theta Andr,47.0,,
1365,Rho Andr,55.0,,
1366,Delta Cass,287.0,,
1367,94 Pisc,296.0,,
1368,Sigma 138,330.0,,
1369,Epsilon Tria,421.0,,
1370,Lal 5514,621.0,,
1371,Grb 716,758.0,,
1372,32 Taur,867.0,,
1373,Lal 7867,0.0,,
1374,9 Orio,1102.0,,
1375,15 Orio,1165.0,,
1376,Xi Auri,0.0,,
1377,Grb 1149,1479.0,,
1378,30 Gemi,1569.0,,
1379,Brad 1104,1816.0,,
1380,Zeta C Min,1855.0,,
1381,Sigma 1175,1910.0,,
1382,2 Hyda,2008.0,,
1383,Lal 17528,2122.0,,
1384,Lal 17890,0.0,,
1385,Rho Leon,2467.0,,
1386,72 Leon,2616.0,,
1387,Epsilon Virg,2987.0,,
1388,Beta Coma,3015.0,,
1389,11 Libr,3353.0,,
1390,Rad 3381,3485.0,,
1391,Epsilon Cor B,3612.0,,
1392,Psi Scor,3673.0,,
1393,Sigma Herc,3772.0,,
1394,45 Herc,3819.0,,
1395,70 Herc,3945.0,,
1396,Lal 31804,3967.0,,
1397,Omicron Serp,4023.0,,
1398,Iota Herc,4028.0,A,
1399,Gamma Ophi,4065.0,,
1400,67 Ophi,4111.0,A,
1401,74 Ophi,4213.0,,
1402,Rad 3896,4228.0,,
1403,Nu Drac,4408.0,,
1404,Sigma 2540,4576.0,A,
,,4576.0,B,
1405,SU Cygn,4642.0,,
1406,Lal 37866,4676.0,,
1407,33 Cygn,4815.0,,
1408,Brad 2613,4831.0,,
1409,Theta Ceph,4886.0,,
1410,Alpha Dlph,4923.0,A,
1411,Pi 190,5199.0,,
1412,Omicron Andr,5578.0,A,
1413,5 Andr,5598.0,,
1414,Zeta Cass,100.0,,
1415,26 Cass,181.0,,
1416,Rho Pisc,294.0,,
1417,Chi Ceti,382.0,A,
,,382.0,B,
1418,Gamma Arie N,391.0,M,
,,391.0,A,
,,391.0,B,
1419,Gamma Arie S,391.0,M,
,,391.0,A,
,,391.0,B,
,Mean,0.0,,
1420,Epsilon Arie,620.0,,
1421,Lal 7484,0.0,,
1422,39 Taur,902.0,,
1423,Delta Orio,1261.0,A,
,,1261.0,C,
1424,2 Lync,1458.0,,
1425,Lambda Gemi,1708.0,M,
1426,Castor A,1785.0,M,
,,1785.0,A,
,,1785.0,B,
,,1785.0,C,
1427,Castor C,1785.0,M,
,,1785.0,A,
,,1785.0,B,
,,1785.0,C,
,Mean,0.0,,
1428,55 Caml,1926.0,,
1429,Nu U Maj,2325.0,,
1430,Lal 19896,0.0,,
1431,55 U Maj,2629.0,,
1432,Omicron Cor B,3469.0,,
1433,Theta Cor B,3512.0,,
1434,Zeta U Min,3593.0,,
1435,14 Herc,3677.0,,
1436,Zeta Ophi,3775.0,,
1437,14 Ophi,3795.0,,
1438,Lal 31160,0.0,,
1439,Lal 32390,4044.0,,
1440,90 Herc,4086.0,,
1441,Delta U Min,0.0,,
1442,Lal 33793,4202.0,,
1443,4 Aqil,4320.0,,
1444,Lal 36091,0.0,,
1445,U Aqil,4556.0,,
1446,S Sgte,4710.0,,
1447,Theta Aqil,0.0,,
1448,Eta Dlph,4890.0,,
1449,Sigma 2735,5006.0,M,
1450,4 Lacr,5419.0,,
1451,28 Andr,81.0,,
1452,31 Cass,235.0,,
1453,Pi Pers,614.0,,
1454,Lal 7439,890.0,,
1455,109 Taur,1204.0,,
1456,T Mono,1487.0,,
1457,13 Mono,1524.0,,
1458,16 Lync,1623.0,,
1459,20 Mono,1677.0,,
1460,Epsilon C min,1746.0,,
1461,22 Lync,1757.0,,
1462,11 C Min,1836.0,,
1463,10 Canc,0.0,,
1464,Lal 16284,1986.0,,
1465,Nu Leon,2357.0,,
1466,44 U Maj,2531.0,,
1467,21 C Ven,3045.0,,
1468,82 U Maj,3123.0,,
1469,Iota Boot,3245.0,A,
1470,Lal 27083,3357.0,,
1471,Psi Boot,3406.0,,
1472,22 Serp,3550.0,,
1473,Omega Serp,3584.0,,
1474,Lambda Cor B,3605.0,,
1475,Grb 2296,3618.0,,
1476,Lal 29641,0.0,,
1477,30 Herc,3751.0,,
1478,Grb 2369,3791.0,,
1479,53 Herc,3839.0,,
1480,59 Herc,3869.0,,
1481,41 Ophi,3918.0,,
1482,Lal 31536,3922.0,,
1483,Lal 31694,3951.0,,
1484,27 Drac,4006.0,,
1485,83 Herc,4041.0,,
1486,Y Ophi,4077.0,,
1487,Lal 32707,4080.0,,
1488,89 Herc,4091.0,,
1489,71 Ophi,4146.0,,
1490,Eta Serp,4215.0,,
1491,Grb 2555,4229.0,,
1492,Lal 34575,4290.0,,
1493,Lal 35383,4382.0,,
1494,12 Lyra,4385.0,,
1495,Lal 35421,4400.0,,
1496,29 Aqil,4517.0,,
1497,Bo 12989,4554.0,,
1498,Rho Drac,4773.0,,
1499,Lal 39176,4856.0,,
1500,73 Drac,4905.0,,
1501,16 Aqar,5137.0,,
1502,Lal 41808,5171.0,,
1503,25 Aqar,5221.0,,
1504,16 Pegs,5290.0,,
1505,Gamma Aqar,5407.0,,
1506,RZ Ceph,5489.0,,
1507,Lal 44708,5534.0,,
1508,Lal 44920,5569.0,,
1509,8 Andr,5637.0,,
1510,Psi Andr,5753.0,A,
1511,Lal 595,74.0,,
1512,45 Andr,243.0,,
1513,Xi Andr,279.0,,
1514,62 Andr,472.0,,
1515,Lal 6109,697.0,,
1516,Lal 6723,772.0,,
1517,122 Taur,1284.0,,
1518,55 Auri,1561.0,,
1519,Lal 14028,1701.0,,
1520,63 Gemi,1754.0,A,
1521,Pi Gemi,1837.0,,
1522,85 Gemi,1873.0,,
1523,19 Pupp,1943.0,,
1524,20 Canc,1992.0,,
1525,81 U Maj,3103.0,,
1526,86 U Maj,3179.0,,
1527,13 Boot,3217.0,,
1528,Lal 26031,0.0,,
1529,33 Boot,3314.0,,
1530,47 Boot,3414.0,,
1531,Pi 136,3514.0,,
1532,Pi Serp,3631.0,,
1533,Grb 2328,3713.0,A,
1534,W B 394,3742.0,,
1535,Grb 2377,3821.0,,
1536,Nu Serp,3936.0,,
1537,Lal 31568,3940.0,,
1538,Lal 32012,3986.0,,
1539,Grb 2444,3994.0,,
1540,82 Herc,4014.0,,
1541,93 Herc,4110.0,,
1542,98 Herc,4143.0,,
1543,Lal 33402,0.0,,
1544,108 Herc,4219.0,,
1545,Lal 34817,4304.0,,
1546,Lal 34853,4321.0,,
1547,Lal 37334,4610.0,,
1548,29 Cygn,4812.0,,
1549,17 Dlph,5008.0,,
1550,Lal 41541,5147.0,,
1551,76 Cygn,5238.0,,
1552,15 Pegs,5288.0,,
1553,27 Pegs,5360.0,,
1554,Grb 3719,0.0,,
1555,Omicron Pegs,5496.0,,
1556,Grb 3904p,0.0,,
1557,Grb 3904f,0.0,,
,Mean,5530.0,A,
,,5530.0,B,
1558,15 Lacr,5542.0,,
1559,Lal 45193,0.0,,
1560,4 Cass,5669.0,,
1561,Chi Andr,341.0,,
1562,Tau Pers,597.0,M,
,,597.0,A,
,,597.0,B,
1563,Lal 6119,693.0,,
1564,5 Taur,736.0,,
1565,Lal 7820,0.0,,
1566,Mu Auri,1175.0,,
1567,39 Gemi,1632.0,,
1568,Beta L Min,2450.0,,
1569,Fed 2135,2933.0,,
1570,Lal 25135,3106.0,,
1571,10 Boot,3187.0,,
1572,Cin 1913,3295.0,M,
,,3295.0,A,
,,3295.0,B,
1573,34 Boot,3331.0,,
1574,4 Serp,3446.0,,
1575,50 Boot,3474.0,,
1576,14 Cor B,3628.0,,
1577,Grb 2305,0.0,,
1578,18 Scor,3687.0,,
1579,Pi 182,3774.0,,
1580,47 Herc,3829.0,,
1581,Pi 71,3942.0,,
1582,Br 2245,4081.0,,
1583,68 Ophi,4114.0,,
1584,Grb 2535,4198.0,,
1585,105 Herc,4208.0,,
1586,Lal 34288,4260.0,,
1587,Lal 36715,4548.0,,
1588,Grb 2935,4644.0,,
1589,Grb 2961,4700.0,,
1590,35 Cygn,4843.0,,
1591,Br 2726,5035.0,,
1592,Grb 3409,0.0,,
1593,Pi 153,5172.0,,
1594,Lal 42677,5286.0,A,
,,5286.0,B,
1595,20 Pegs,5316.0,,
1596,Lal 43205,0.0,,
1597,Eta Aqar,0.0,,
1598,Grb 3858,5497.0,,
1599,64 Pegs,5654.0,,
1600,Psi Pegs,5788.0,,
1601,WB 1377,0.0,,
1602,Psi Cas,285.0,,
1603,12 Per,541.0,,
1604,Rho Per,635.0,,
1605,Beta Cam,1118.0,,
1606,Iota Tau,1132.0,,
1607,Lal. 10940,1320.0,,
1608,31 Cam,1342.0,,
1609,36 Cam,1418.0,,
1610,Lal. 11803,0.0,,
1611,Pi. 132,1829.0,,
1612,1 Hya,1998.0,,
1613,34 Lyn,2063.0,,
1614,19 LMi,2355.0,,
1615,2 Dra,2679.0,,
1616,Pi. 255,2990.0,,
1617,Theta Vir,3005.0,A,
,,3005.0,B,
1618,Lal. 25653,3181.0,,
1619,Lal. 25818,3201.0,,
1620,Grb. 2196,3393.0,,
1621,Lal. 27957,3466.0,,
1622,Lal. 28358,3503.0,A,
1623,16 Her,3690.0,,
1624,Lal. 29752,3702.0,,
1625,17 G Oph,3738.0,,
1626,Pi. 195,3786.0,,
1627,30 Oph,3862.0,,
1628,Lal. 31693,3949.0,,
1629,Lal. 32019,3984.0,,
1630,Lal. 33085,4117.0,A,
1631,Phi Dra,4241.0,,
1632,Lal. 34528,4281.0,,
1633,Lal. 34852,0.0,,
1634,48 Dra,4405.0,,
1635,Lal. 37161,0.0,,
1636,U Vul,4604.0,,
1637,Lal. 37832,4685.0,,
1638,P Cyg,4837.0,,
1639,15 Del,4977.0,,
1640,Pi. 391,5001.0,,
1641,Epsilon Equ AB,5029.0,M,
,,5029.0,A,
,,5029.0,B,
,,5029.0,C,
1642,Epsilon Equ C,5029.0,M,
,,5029.0,A,
,,5029.0,B,
,,5029.0,C,
,Mean,0.0,,
1643,Pi. 114,5155.0,,
1644,Lal. 42199,5219.0,,
1645,Pi. 406,0.0,,
1646,Lal. 44541,5512.0,A,
1647,AG Chr. 3703,5574.0,A,
1648,Phi Aqr,5620.0,,
1649,11 And,5644.0,,
1650,Grb. 4220,5816.0,,
1651,Eta Psc,314.0,,
1652,Delta Tri,464.0,,
1653,37 Tau,897.0,A,
,,897.0,B,
1654,Lal. 11196,1365.0,,
,,1366.0,,
1655,Mu Gem,1475.0,,
1656,Zeta Gem,1651.0,A,
,,1651.0,C,
1657,Tau Gem,1676.0,,
1658,Delta Cnc,2086.0,,
1659,Iota Cnc,2091.0,A,
,,2091.0,B,
1660,7 Sex,2337.0,,
1661,Lambda Boo,3246.0,,
1662,Grb. 2152,3348.0,,
1663,44 B00 A,0.0,,
1664,Grb. 2389,3848.0,,
1665,Lal. 31132,3877.0,,
1666,Lal. 31174,0.0,,
1667,72 Her,3946.0,,
1668,Fed 2895,3972.0,,
1669,Mu Her,4060.0,A,
,,4060.0,B,
,,4060.0,C,
1670,Xi Her,4106.0,,
1671,35 Dra,4105.0,,
1672,Lal. 33439,0.0,,
1673,109 Her,4231.0,,
1674,110 Her,4328.0,,
1675,111 Her,4336.0,,
1676,Grb. 2699,4371.0,,
1677,Br. 2388,4399.0,M,
,,4399.0,A,
,,4399.0,B,
1678,Theta Lyr,4498.0,,
1679,Kappa Cyg,4513.0,,
1680,Beta 1 Cyg,4567.0,A,
,,4567.0,B,
1681,Beta 2 Cyg,4567.0,A,
,,4567.0,B,
,mean,0.0,,
1682,Theta Cyg,4611.0,A,
1683,Beta Sge,4624.0,,
1684,Beta Aql,4705.0,A,
1685,15 Sge,4760.0,,
,,4761.0,A,
,,4761.0,B,
,,4761.0,C,
1686,27 Cyg,4774.0,,
1687,24 Vul,4828.0,,
1688,Grb. 3215,4893.0,,
1689,56 Cyg,4984.0,,
1690,Xi Cyg,5074.0,,
1691,Alpha Equ,5115.0,A,
1692,Br. 2792,5163.0,,
1693,71 Cyg,5183.0,,
,,5187.0,,
1694,Mu Cep,5252.0,,
1695,Iota Peg,5345.0,,
1696,Epsilon Cep,5392.0,,
1697,Lal. 43492,5398.0,,
1698,Delta Cep,5443.0,A,
,,5443.0,C,
1699,Tau Peg,5649.0,,
1700,27 Psc,5793.0,,
1701,23 And,34.0,,
1702,41 And,223.0,,
1703,Mayer 136,854.0,,
1704,59 Per,1041.0,,
1705,Phi Aur,1234.0,,
1706,W Gem,1531.0,,
1707,6 Hya,2068.0,,
1708,Br 1306,2220.0,,
1709,Lal 22632,2774.0,,
,,2777.0,A,
1710,Lal 22810,0.0,,
1711,Lal 24587,0.0,,
1712,Grb 2116,3286.0,,
1713,Chi Ser,3549.0,,
1714,20 Oph,3826.0,,
1715,AOe 17415,4029.0,,
,,4032.0,,
1716,Zeta Sct,4227.0,,
1717,Bon 12845,4524.0,,
1718,70 Aql,4901.0,,
1719,Mu Cyg,5245.0,M,
,,5245.0,B,
1720,40 Peg,5480.1,A,
,,5480.1,B,
1721,41 H Cep,5759.0,,
1722,12 Cas,65.1,,
1723,Pi Cas,127.0,,
1724,40 Cas,329.0,,
1725,AOe 1867,354.0,,
1726,Lal 6436,731.0,A,
1727,19 Cam,1261.1,,
1728,Lal 11374,1390.0,,
1729,Lal 11936,0.0,,
1730,36 Gem,1598.0,M,
1731,25 H Cam,1696.0,,
1732,27 Mon,1893.0,,
1733,32 Lyn,2031.0,,
1734,Alpha Cnc,2147.0,,
1735,Lal 18286,2212.0,M,
,,2212.0,A,
,,2212.0,B,
1736,26 Uma,2275.0,,
1737,53 Leo,2517.1,,
1738,57 UMa,2654.1,,
1739,11 Vir,2802.1,,
1740,Lal 24652,3035.0,A,
,,3035.0,B,
1741,Lal 25372,3135.0,,
1742,22 Boo,3274.1,,
1743,39 Boo A,3355.1,A,
,,3355.1,B,
1744,39 Boo B,0.0,,
,Mean,0.0,,
1745,36 Ser,3588.0,,
1746,WB 1323,3614.0,,
1747,AOe 16069,3700.0,A,
1748,Lal 29859,3726.0,,
1749,Zeta Her A,3799.0,A,
,,3799.0,B,
1750,21 Oph,3831.0,,
1751,Grb 2391,3833.0,,
1752,WB 322,3955.0,,
1753,Pi 180,4016.0,,
1754,70 Oph A,4137.0,M,
,,4137.0,A,
,,4137.0,B,
1755,70 Oph B,0.0,,
,Mean,0.0,,
1756,Lal 34419,4271.0,,
1757,62 Ser,4380.1,,
1758,Lal 36663,4539.0,,
1759,Lal 36868,4562.1,,
1760,Zeta Sge AB,4660.0,M,
,,4660.0,A,
1761,Lal 37785,4661.0,,
1762,67 Aql,4806.0,,
1763,5 Del,4906.1,,
1764,Grb 3295,4976.0,,
1765,Lal 41144,0.0,,
1766,4 Peg,5216.0,,
1767,D' Ag 5947,5291.0,,
1768,WB 82,0.0,,
1769,Lal 43974,5446.0,,
1770,AOe 25734,5696.1,,
1771,Lal 46154,5696.2,,
1772,Iota And,5719.0,,
1773,85 Peg,5807.0,,
1774,52 Psc,90.1,,
1775,Lal 1171,142.0,,
1776,47 Cas,413.1,,
1777,43 Per,862.1,,
1778,Lal 9828,1206.0,,
1779,131 Tau,1320.1,,
1780,Pi Aur,1375.0,,
1781,21 Mon,1679.1,,
1782,Eta Cnc,2032.0,,
1783,Br 1238,2085.0,,
1784,59 Cnc,2140.0,,
1785,Pi 29,2828.0,,
1786,5 U Mi,3292.0,,
1787,Lal 27055,3352.1,,
1788,WB 716,3531.0,M,
,,3531.0,A,
,,3531.0,B,
,,3531.0,C,
1789,Sigma 298,3531.0,M,
,,3531.0,A,
,,3531.0,B,
,,3531.0,C,
1790,Grb 2275,3540.0,A,
,,3540.0,B,
1791,Pi 212,3599.0,,
1792,Iota Oph,3840.1,,
1793,Epsilon U Mi,3864.0,,
1794,Lal 31041,3869.1,,
1795,Lal 31039,3873.0,,
1796,Lal 31662,3950.1,,
1797,112 Her,4360.0,,
1798,Mu 18396,4413.1,,
1799,14 Cyg,4622.1,,
1800,Lal 38451,4767.3,,
1801,43 Cyg,4872.0,,
1802,Grb 3285,4966.1,,
1803,Lal 40728,5042.0,A,
1804,32 Peg,5408.0,,
1805,Grb 3882,5514.0,,
1806,"Ci 20, 1382",5520.0,M,
,,5520.0,A,
,,5520.01,A,
1807,92 Aqr,5630.0,,
1808,Tau Cas,0.0,,
1809,61 Psc,152.2,,
1810,Tau Psc,245.0,,
1811,Lal 2450,281.0,,
1812,Nu Ari,529.1,,
1813,Grb 631,0.0,,
1814,WB 617,763.0,,
1815,Sigma 443 A,805.0,A,
,,805.0,B,
,,806.0,,
1816,Sigma 443 B,805.0,A,
,,805.0,B,
,,806.0,,
1817,91 Tau,1026.1,,
1818,92 Tau,1027.1,,
1819,1 Aur,1071.1,,
1820,126 Tau,1300.0,,
1821,CGA 7512,1456.1,,
1822,Lal 12104,1472.0,,
1823,Lal 13100,0.0,,
1824,Lal 15290,1857.0,,
1825,Grb 1368,1868.0,,
1826,Fed 1221,1909.0,,
1827,WB 1219,2130.0,,
1828,Omega Hyd,0.0,,
1829,23 Hyd,2208.0,,
1830,27 Hyd,2228.0,A,
,,2228.0,B,
,,2228.0,C,
1831,31 UMa,2345.1,,
1832,Lamda UMa,2411.0,,
1833,Lal 22585,2767.0,,
1834,Grb 2044,3139.1,,
1835,4 UMi,3232.0,,
1836,32 Boot,3322.1,,
1837,Lal 27155,3368.0,,
1838,Ross 52,3369.0,M,
1839,Lal 27951,3459.1,,
1840,Lal 27958,3461.0,A,
1841,Kappa Her,3657.0,A,
,,3657.0,B,
1842,16 Sco,3675.0,,
1843,15 Dra,3763.0,,
1844,Lal 30999,3855.1,,
1845,Lal 31188,3892.1,,
1846,Lal 32762,4085.1,,
1847,SZ Aql,4429.1,,
1848,18 Aql,4443.1,,
1849,WB 19h16,0.0,,
1850,Lal 35998,4466.1,,
1851,Lal 36513,4528.1,,
1852,66 Dra,4781.1,,
1853,"Ci 20, 1206",4863.0,,
1854,5 Aqr,4987.0,,
1855,WB 1454,5063.0,,
1856,Lal 42741,5293.0,,
,,5294.1,,
1857,GC 30677,5293.0,,
,,5294.1,,
1858,Wolf 1143,5296.0,,
1859,Lal 43319,5368.1,,
1860,Lal 44318,5482.1,M,
,,5482.1,A,
,,5482.1,B,
1861,Lal 45165,5590.0,,
1862,Iota Psc,5724.0,,
1863,30 Psc,5806.0,,
1864,39 Cet,260.1,,
1865,58 And,437.1,,
1866,Iota Cas,493.0,A,
1867,38 Ari,557.1,,
1868,21 Per,610.1,,
1869,GC 3674,632.2,,
1870,3 Cam,1019.1,,
1871,2 Cam,1019.0,,
,,1021.0,A,
,,1021.0,B,
1872,GC 5802,1059.1,,
1873,4 Aur,1112.0,,
1874,66 Eri,1152.1,,
1875,106 Tau,1152.2,,
1876,GC 7587,1386.0,,
1877,GC 8020,1436.0,,
1878,45 Aur,1468.2,,
1879,A 5871,0.0,,
1880,8 Cnc,1917.1,,
1881,3 UMa,2047.1,,
1882,69 Cnc,2162.1,,
1883,5 Leo,2267.1,,
1884,38 UMa,2497.0,,
1885,63 Leo,2581.0,,
1886,93 Leo,2731.0,,
1887,74 UMa,2881.1,,
1888,GC 17430,2950.1,,
1889,9 Boo,3181.1,,
1890,Delta Lib,3387.0,M,
,,3387.0,A,
,,3387.0,C,
,,3387.0,D,
1891,GC 20352,3418.0,,
1892,GC 20737,3488.1,,
1893,R CrB,3581.0,,
1894,GC 21599,3643.0,,
1895,23 Oph,3840.0,,
1896,GC 22802,3849.0,,
1897,GC 24409,4093.1,,
1898,GC 25010,4204.1,,
1899,A 11275,4218.1,A,
1900,GC 25208,4245.2,,
1901,GC 25481,4292.0,,
1902,TT Aql,4454.0,,
1903,GC 26374,4464.0,,
1904,GC 27677,4734.1,,
1905,14 Vul,4734.2,,
1906,62 Aql,4755.0,,
1907,Xi Cap,4796.0,,
1908,GC 28343,4855.1,,
1909,74 Dra,4928.0,,
,,4931.0,,
1910,11 Aqr,5037.1,,
1911,GC 29626,5099.0,,
1912,19 Aqr,5156.1,,
1913,GC 30433,5246.1,,
1914,GC 30655,5290.1,,
1915,HD 209621,5326.0,,
1916,39 Peg,5452.1,,
1917,Ross 671,5563.0,,
1918,A 16713,5657.0,A,
,,5657.0,B,
1919,Beta Cas,16.0,,
1920,Wolf 1056*,107.0,,
1921,Delta And,108.0,,
1922,Gamma Cas*,185.0,,
1923,Epsilon Psc,209.0,,
1924,Mu Cass,0.0,,
1925,39 Ari,567.0,,
1926,Beta Per,646.0,A,
1927,Alpha Per,707.0,,
1928,Epsilon Eri*,742.0,,
1929,Alpha Tau,1014.0,A,
,,1015.01,,
1930,Beta Ori*,0.0,,
1931,Beta Tau,1231.0,,
1932,Alpha Ori,1362.0,,
1933,Gamma Gem,1539.0,,
1934,Beta Cmi*,1753.0,,
1935,Alpha Gem A,1785.0,M,
,,1785.0,A,
,,1785.0,B,
,,1785.0,C,
1936,Alpha Gem B,1785.0,M,
,,1785.0,A,
,,1785.0,B,
,,1785.0,C,
1937,Alpha Gem C,1785.0,M,
,,1785.0,A,
,,1785.0,B,
,,1785.0,C,
1938,Beta Gem,1826.0,,
1939,Beta Cnc,1967.0,,
1940,Alpha Hyd*,2247.0,,
1941,Zeta UMa B,3062.0,A,
,,3062.0,B,
1942,Eta Uma*,3147.0,,
1943,Alpha CrB,3519.0,,
1944,Chi Her,3596.0,,
1945,Gamma Ser,3604.0,,
1946,Zeta Her,3799.0,A,
,,3799.0,B,
1947,19 Dra,3860.0,,
1948,Delta Her,3916.0,,
1949,Alpha Oph,4000.0,,
1950,Omega Dra,4036.0,,
1951,Beta Oph,4042.0,,
1952,Gamma Dra,4107.0,,
1953,99 Her,4153.0,,
1954,Chi Dra*,4245.0,M,
,,4245.0,A,
1955,Alpha Sct,4275.0,,
1956,Alpha Lyr,4293.0,,
1957,GC 25770,4340.0,,
1958,17 Lyr,4458.0,,
1959,17 Lyr C*,0.0,,
1960,Merrill*,0.0,,
1961,31 Aql,4541.0,,
1962,RR Lyr,4550.0,,
1963,Alpha Aql,4665.0,,
1964,Epsilon Dra,4689.0,A,
1965,Gamma Sge,4731.0,,
1966,GC 27912,4779.0,,
1967,Kappa Cep*,4824.0,,
1968,Gamma Cyg,4857.0,,
1969,Alpha Cyg,4935.0,,
1970,Epsilon Cyg,4959.0,A,
1971,Alpha Cep,5139.0,,
1972,GC 31046,5370.0,,
1973,33 Peg,5416.0,,
1974,Zeta Peg*,5492.0,,
1975,Eta Peg,5503.0,A,
,,5503.0,B,
1976,Beta Peg,5583.0,,
1977,7 And,5615.0,,
1978,Nu Peg,5670.0,,
1979,GC 153,17.01,A,
,,17.01,B,
1980,GC 707,98.01,,
1981,32 And,118.02,,
1982,GC 1186,195.0,,
1983,Polaris,299.0,,
1984,LFT 144-5,343.1,M,
,,343.1,A,
,,343.1,B,
1985,Tau Cet,365.0,,
1986,Xi Psc,393.0,,
1987,"Ci20, 148",0.0,,
1988,Epsilon Cet,537.0,M,
,,537.0,A,
1989,GC 4849,887.0,,
1990,9 Aur,1137.0,,
1991,LTT 11818,1450.02,,
1992,49 Aur,1528.01,,
1993,45 Gem,1667.0,,
1994,"Ci20, 451",1890.0,,
1995,Rho UMa,2148.0,,
1996,18 UMa,2199.03,,
1997,32 Hyd,0.0,,
1998,21 LMi,2378.01,,
1999,GC 14225,2429.0,,
2000,GC 15485,2617.02,,
,,2617.03,M,
,,2617.03,A,
,,2617.03,B,
2001,14 CVn,2992.01,,
2002,HZ 43,3032.01,,
2003,GC 19428,3268.0,,
2004,LFT 1146,3353.01,,
2005,"Ci20, 933",3496.0,,
2006,GC 21044,3541.0,,
2007,GC 21124,3552.0,,
2008,LTT 14769,3629.1,,
2009,LTT 6497,3693.01,,
2010,GC 21907,3709.0,,
2011,"Ci20, 992",3747.01,,
2012,LTT 6847,3897.01,,
2013,GC 23181,3900.0,,
2014,GC 23592,3955.0,,
2015,L846-54,3989.01,,
2016,GC 24145,4060.1,,
2017,LTT 15456,4242.02,,
2018,GC 25394,4280.01,,
2019,AC70 8247,0.0,,
2020,LFT 1463,4484.12,A,
,,4484.12,B,
2021,LTT 7658,4519.1,A,
,,4519.1,B,
2022,9 Vul,4586.01,,
2023,LTT 15760,4636.01,,
2024,"Ci20, 1165",4652.0,A,
,,4652.0,B,
2025,"Ci20, 1165",4652.0,A,
,,4652.0,B,
,Mean,0.0,,
2026,LTT 7879,4709.0,,
2027,GC 28350,4852.0,,
2028,69 Aql,4874.0,,
2029,"Ci20, 1215",4895.0,,
2030,"Ci20, 1228",4951.0,,
2031,"Ci20, 1248",5024.0,,
2032,GC 29631,5098.0,,
2033,GC 29980,5158.01,,
2034,GC 30022,5161.0,,
2035,LTT 16270,5166.01,,
2036,AC7 8031,5188.01,,
2037,LTT 16295,5191.0,A,
,,5191.0,B,
2038,LTT 16324,5239.1,,
2039,"Ci20, 1320",5292.0,,
2040,LTT 16560,5418.1,M,
,,5418.1,A,
2041,"Ci20, 1407",0.0,,
2042,7 Psc,5648.0,,
2043,77 Peg,5742.0,,
2044,LTT 16991,5747.01,A,
,,5747.01,B,
2045,LTT 16990,5747.01,A,
,,5747.01,B,
,Mean,0.0,,
2046,HD 5223 Lal 2975 7 Tau K Tau Lal,180.0,,
2047,Lal 2975,0.0,,
2048,Gamma Tau,954.02,,
2049,Kappa Tau,0.0,,
2050,Lal 18397,2230.0,,
2051,Beta Lmi,2450.0,,
2052,37 UMa,2472.0,,
2053,L825-14,2473.01,,
2054,Lal 21185,2576.0,,
2055,61 UMa,2699.0,,
2056,Grb 1830,2745.0,,
2057,Grb 2131,3302.01,,
2058,Beta CrB,3495.0,M,
,,3495.0,A,
,,3495.0,B,
2059,Eta Her,3803.0,,
2060,WB 1259,3815.0,,
2061,Ross 868,3941.0,A,
,,3941.0,B,
2062,CC1069,4097.02,,
2063,99 Her,4153.0,,
2064,Chi Dra,4245.0,M,
,,4245.0,A,
2065,+76∞785,4834.0,,
2066,Beta Del,4906.0,,
2067,VW Cep,4937.0,M,
,,4937.0,A,
,,4937.0,C,
2068,Lal 40844,5070.0,,
2069,G93-48,5282.01,,
2070,D'AG 6348,5710.0,,
