Entry Number,Field Name,Magnitude,RA,Dec,Equinox,TSC No.,TSC Name,RA1950,Dec1950
823,18_Hydrae,5.4,09 03 21,+05 17 36,1950,,,,
824,Porter_500,7.7,09 03 52,+20 42 50,1950,,,,
825,Sigma_1311,"7.3/7.7<7""",09 04 34,+23 10 52,1950,,,,
826,75_Cancri,6.0,09 05 51,+26 50 14,1950,,,,
827,13_Ursa_Major,"4.9/8.2<1""",09 06 01,+67 20 21,1950,,,,
828,81_Cancri,6.5,09 09 33,+15 11 54,1950,,,,
829,Porter_505,8.1,09 10 52,+56 25 04,1950,,,,
830,Sigma_1321,8.1,09 10 59,+52 54 06,1950,,,,
831,BD_+53o1320/21,7.6/7.1,09 14 31,+52 41 36,2000,,,,
832,theta_Hydrae,3.8,09 11 45,+02 31 34,1950,,,,
833,+77o_-36',10.5,09 11 51,+77 27 18,1950,,,,
834,FU_52,10.3/15.5<17',09 11 52,+44 15 48,1950,,,,
835,18_Ursa_Major,4.9,09 12 36,+54 13 47,1950,,,,
836,Sigma_1329,"8.3/8.5<17""",09 13 10,-01 01 54,1950,,,,
,,,,,,,,,
838,G195-19,14.8,09 14 30,+53 38 36,1950,,,,
839,Lal_18286,7.3,09 14 55,+28 46 41,1950,,,,
840,Sigma_3121,7.5,09 14 56,+28 46 41,1950,,,,
841,38_Lyncis,4.0,09 15 44,+37 00 55,1950,,,,
842,Porter_508,7.5,09 17 08,+65 13 39,1950,,,,
843,Br_1306,6.1,09 17 16,+51 28 35,1950,,,,
844,alpha_Lyncis,3.3,09 18 00,+34 36 18,1950,,,,
845,27_Hydrae,5.0,09 18 03,-09 20 34,1950,,,,
846,Lal_18397,7.0,09 19 17,+40 25 11,1950,,,,
847,A_2477,"7.1/8.5<"".3",09 21 43,+18 21 26,1950,,,,
848,kappa_Leonis,"4.6/10.7<3"".0",09 21 44,+26 23 55,1950,,,,
849,Porter_513,7.8,09 22 31,+30 42 44,1950,,,,
850,alpha_Hydrae,2.2,09 25 07,-08 26 27,1950,,,,
851,omega_Leo,"6.2/7.0<1"".0",09 25 46,+09 16 31,1950,,,,
852,Ross_439,11.6,09 26 25,-07 08 42,1950,,,,
853,31_Hydrae,4.8,09 26 37,-02 32 58,1950,,,,
854,23_Ursa_Major,"3.3/9.0<23""",09 27 36,+63 16 54,1950,,,,
855,Ross_440,10.3,09 28 51,-13 09 18,1950,,,,
856,lambda_Lenois,4.5,09 28 52,+23 11 22,1950,,,,
857,36o1970,10.2,09 28 54,+36 32 55,1950,,,,
858,5_Leonis,5.1,09 29 15,+11 31 19,1950,,,,
859,32_Hydrae,4.5,09 29 26,-00 57 47,1950,,,,
860,theta_Ursa_Major,"3.3/13.7<5""",09 29 31,+51 54 23,1950,,,,
861,Lal_18721,7.5,09 29 50,+27 12 50,1950,,,,
862,6_Leonis,"5.3/9.0<37""",09 30 _,+10 0 00,_,,,,
863,24_Ursa_Major,4.6,09 30 05,+70 03 06,1950,,,,
864,GD298,9.5,09 30 47,+48 16 30,2000,,,,
865,Ross_440,10.06,09 31 18,-13 22 30,2000,,,,
866,26_Ursa_Major,4.6,09 31 24,+52 16 30,1950,,,,
867,11_Leo_Minor,5.7,09 32 40,+36 02 12,1950,,,,
868,7_Leonis,6.2,09 33 09,+14 36 13,1950,,,,
869,AC70o4336,10.7,09 38 20,+70 15.7 _,1950,,,,
870,omicron_Leonis,3.8,09 38 29,+10 07 14,1950,,,,
871,43_Lyncis,5.5,09 38 54,+39 59 12,1950,,,,
872,Porter_525,8.1,09 40 16,+42 55 56,1950,,,,
873,15_Leo_Minor,5.2,09 40 37,+30 12 18,1950,,,,
874,Ross_93,11.6,09 41 04,+27 12.1 _,1950,,,,
875,epsilon_Leonis,3.4,09 43 01,+24 00 19,1950,,,,
876,G_116-52,13.2,09 43 30,+44 08.6 _,1950,,,,
877,L_1820-21,12,09 44 28,+60 29.5 _,1950,,,,
878,R_Leonis(var),4.5-10.5,09 45 _,+11 38 _,1950,,,,
879,Lal_19229,8.1,09 46 12,+13 59 17,1950,,,,
,,,,,,,,,
881,Porter_530,7.5,09 47 09,+11 20 28,1950,,,,
882,29_Ursa_Major,3.9,09 47 27,+59 16 30,1950,,,,
883,O_Sigma_521,3.9,09 47 27,+59 16 30,1950,,,,
884,-11o2741,9.8,09 48 39,-12 04 29,1950,,,,
885,phi_Ursa_Major,"5.0/5.6<0.""5",09 48 43,+54 17 56,1950,,,,
886,22_Leonis,5.3,09 49 02,+24 37 58,1950,,,,
887,7_Sextantis,6.3,09 49 37,+02 41 17,1950,,,,
888,mu_Leonis,4.2,09 49 55,+26 14 36,1950,,,,
889,GD_300,12.5,09 52 02,+51 51.2 _,1950,,,,
890,31_Ursa_Major,5.3,09 52 27,+50 03 29,1950,,,,
891,63o869,_,09 52 28,+63 01.9 _,1950,,,,
892,Lal_19449,"7.5/8.2<30""",09 54 17,+20 00 03,1950,,,,
893,19_Leo_Minor,5.2,09 54 37,+41 17 40,1950,,,,
894,G_49-33,_,09 55 00,+24 27.4 _,1950,,,,
895,27_Leonis,5.2,09 55 32,+12 41 02,1950,,,,
896,Lal_19_529,7.9,09 57 14,+24 47 37,1950,,,,
897,29_Leonis,4.9,09 57 34,+08 17 05,1950,,,,
898,20_Leo_Minor,5.6,09 58 08,+32 10 13,1950,,,,
899,GR_1603,7.0,10 00 54,+38 15 33,1950,,,,
900,alpha_Leonis,1.3,10 04 _,+12 23 _,_,,,,
901,21_Leo_Minor,4.5,10 04 29,+35 29 21,1950,,,,
902,eta_Leonis,3.6,10 04 36,+17 00 26,1950,,,,
903,alpha_Leo,1.3,10 05 42,+12 12 44,1950,,,,
904,75o403,9.3,10 06 25,+75 23.1 _,1950,,,,
905,Lal_19782,7.6,10 06 49,+02 37 01,1950,,,,
906,Grb_1618,6.8,10 08 19,+49 42 30,1950,,,,
907,Lal_19821,8.5,10 09 02,+24 00 05,1950,,,,
908,G53-28,10.8,10 09 31,-02 25.9 _,1950,,,,
909,Vy_569,9.3,10 09 46,-03 29.7 _,1950,,,,
910,Groombridge_1618,6.59,10 11 22,+49 27 18,2000,,,,
911,Lal_19896,7.7,10 11 32,+03 24 19,1950,,,,
912,G53-38,15.2,10 13 35,-01 04.4 _,1950,,,,
913,35_Leonis,6.2,10 13 46,+23 45 08,1950,,,,
914,zeta_Leonis,3.6,10 13 54,+23 40 01,1950,,,,
915,lambda_Ursa_Major,3.5,10 14 05,+43 09 53,1950,,,,
916,39_Leonis,5.8,10 14 29,+20 25 12,1950,,,,
917,gamma_Leonis,"2.6/3.8<4""",10 17 13,+20 05 43,1950,,,,
918,40_Leonis,5.0,10 17 01,+19 43 31,1950,,,,
919,Br_1433,5.9,10 19 13,+41 29 02,1950,,,,
920,mu_Ursa_Major,_,10 19 21,+41 45 06,1950,,,,
921,Lal_20111,7.4,10 20 03,+15 35 55,1950,,,,
922,30_H_Ursa_Major,4.9,10 20 33,+65 49 12,1950,,,,
923,Porter_568,6.5,10 20 39,+05 56 54,1950,,,,
924,BD-7o3007,10.6,10 21 05,-08 49 06,2000,,,,
925,57o1266,8.1,10 17.1 _,+57 02 _,1900,,,,
926,Porter_571,8.0,10 24 28,+20 04 16,1950,,,,
927,beta_Leo_Minor,4.4,10 24 59,+36 57 51,1950,,,,
928,Grb_1646,6.5,10 24 59,+40 39 _,1950,,,,
929,WB_366,8.1,10 25 43,-06 20 28,1950,,,,
930,56o1458,8.6,10 27 14,+56 15 22,1950,,,,
931,36_Ursa_Major,4.84,10 27 26,+56 14 15,1950,,,,
932,GD_121,14.0,10 28 06,-09 46.8 _,1950,,,,
,,,,,,,,,
934,rho_Leonis,3.8,10 30 10,+09 33 52,1950,,,,
935,Bonn_7663,4.8,10 30 19,+40 41 00,1950,,,,
936,41o2101,"5.0/11.8<22""",10 30 19,+40 41 00,1950,,,,
937,Porter_577,7.0,10 30 46,+49 26 33,1950,,,,
938,Sigma_1447,"7.1/8.9<4""",10 31 02,+23 36 31,1950,,,,
,,,,,,,,,
940,37_Ursa_Major,5.2,10 31 57,+57 20 27,1950,,,,
941,49_Leo,"6.0/8.7<2"".3",10 32 24,08 54 33,1950,,,,
942,L1113-55,11.4,10 33 27,+05 22.7 _,1950,,,,
943,Porter_579,8.7,10 33 30,+16 08 03,1950,,,,
944,36_Leonis_Minor,_,10 35 02,+34 20 19,1950,,,,
945,G236-34,13.3,10 35 21,+69 26 42,2000,,,,
946,37_Leo_Minor,4.8,10 35 54,+32 14 11,1950,,,,
947,38_Leo_Minor,5._,10 36 16,+38 10 17,1950,,,,
948,O_Sigma_224,"7.2/9.2<0"".5",10 37 05,+09 06 13,1950,,,,
949,LPM_353,11.3,10 37 12,-06 39.8 _,1950,,,,
950,38_Ursa_Major,5.1,10 38 33,+65 58 44,1950,,,,
951,G44_32,16.8,10 39 14,+14 31.6 _,1950,,,,
952,Amb_3581,5.4,10 40 37,+46 28 02,1950,,,,
953,41_Leo_Minor,5.0,10 40 42,+23 27 02,1950,,,,
954,53_Leonis,5.3,10 46 38,+10 48 31,1950,,,,
955,Wolf_358,11.5,10 48 18,+07 05.0 _,1950,,,,
956,Ltt_3967,13.3,10 48 25,-20 13 54,2000,,,,
957,Lal_20881,8.0,10 48 48,+20 32 57,1950,,,,
958,Hubble_3,11.3,10 49 29,+14 15.6 _,1950,,,,
959,Lal_20925,8.1,10 50 00,+05 16 09,1950,,,,
960,46_Leo_Minor,3.9,10 50 31,+34 29 05,1950,,,,
961,44_Ursa_Major,5.4,10 50 33,+54 51 04,1950,,,,
962,Wolf_358,11.66,10 50 52,+06 48 30,2000,,,,
963,omega_Ursa_Major,4.8,10 51 06,+43 27 23,1950,,,,
964,54_Leonis,"4.5/6.3<6""",10 53 _,+25 0 00,_,,,,
965,Lal_21008,8.6,10 53 34,+28 00 31,1950,,,,
966,Wolf_359,13.5,10 54 04,+07 18.8 _,1950,,,,
967,L898-25,14.4,10 55 06,-07 15.4 _,1950,,,,
968,55_Leonis,6.0,10 55 08,+01 00 14,1950,,,,
969,Wolf_359,13.53,10 56 28,+07 00 42,2000,,,,
970,47_Ursa_Major,5.3,10 56 40,+40 41 51,1950,,,,
971,Lal_21081,6.2,10 56 45,+36 21 43,1950,,,,
972,Ross_104,10.3,10 57 25,+23 06.3 _,1950,,,,
973,Boos_2924,6.1,10 57 30,+43 10 54,1950,,,,
974,beta_Ursa_Major,2.4,10 58 56,+56 39 03,1950,,,,
975,Lal_21185,7.6,11 00 36,+36 18 20,1950,,,,
976,Lal_21185,_,11 00 36,+36 18 36,1950,,,,
977,alpha_Ursa_Major,2.0/11.1<0.8,11 00 39,+62 01 16,1950,,,,
978,63_Leonis,4.7,11 02 26,+07 36 24,1950,,,,
979,51_Leo_Minor,7.5,11 02 36,+25 28 22,1950,,,,
980,44o2051,8.6,11 02 53,+43 47.2 _,1950,,,,
981,Lal_21258,_,11 02 59,+43 47 01,1950,,,,
982,G45-33,14.0,11 03 05,10 30.9 _,1950,,,,
983,65_Leonis,5.8,11 04 21,+02 13 38,1950,,,,
984,LB_253,13.2,11 04 43,+60 14.8 _,1950,,,,
985,WX_Ursa_Major,14.53,11 05 26,+43 32 19,2000,,,,
986,L_1403-49,15.1,11 07 19,+26 35 12,1950,,,,
987,O_Sigma_231,_,11 08 20,+30 43 12,1950,,,,
988,Fu_31,11.6,11 08 36,+43 41.7 _,1950,,,,
989,delta_Leonis,2.6,11 11 27,+20 47 52,1950,,,,
990,theta_Leonis,3.4,11 11 37,+15 42 11,1950,,,,
991,Sigma_1516,7.2,11 11 56,+73 44.8 _,1950,,,,
992,72_Leonis,4.9,11 12 32,+23 22 05,1950,,,,
993,Gr_1755,6.3,11 13 12,+53 02 42,1950,,,,
994,xi_Ursa_Major,4.4,11 15 31,+31 48 38,1950,,,,
995,L_971-14,15.0,11 15 44,-02 57.9 _,1950,,,,
996,nu_Ursa_Major,3.7,11 15 46,+33 22 02,1950,,,,
997,15o2321,6.6,11 16 22,+14 32 38,1950,,,,
998,55_Ursa_Major,4.8,11 16 24,+38 27 36,1950,,,,
999,66o717,9.3,11 17 28,+66 07 02,1950,,,,
1000,Y_2634,8.1,11 19 12,+18 27 55,1950,,,,
1001,56_Ursa_Major,5.1,11 20 05,+43 45 26,1950,,,,
,,,,,,,,,
1003,iota_Leonis,"4.0/7.1<3""",11 21 19,+10 48 17,1950,,,,
1004,Ross_627,14.3,11 21 38,+21 38 06,1950,,,,
1005,84_Leonis,5.2,11 25 21,+03 07 54,1950,,,,
1006,L_900-43,13.4,11 25 30,-08 53 00,1950,,,,
1007,57_Ursa_Major,"5.3/8.2<6""",11 26 23,+39 36 44,1950,,,,
1008,Pi_74,5.9,11 28 _,+61 54 00,1975,,,,
1009,O_Sigma_234,7.4,11 28 07,+41 33 50,1950,,,,
1010,lambda_Draconis,4.1,11 28 27,+69 36 25,1950,,,,
1011,88_Leonis,6.4,11 29 10,+14 38 35,1950,,,,
1012,O_Sigma_235,6.0,11 29 31,+61 21 34,1950,,,,
1013,Amb_3795,6.5,11 31 17,+37 05 33,1950,,,,
1014,G_197-19,11.2,11 32 31,+57 33 36,2000,,,,
1015,2_Draconi,5.4,11 33 08,+39 36 05,1950,,,,
1016,Sigma_1561,"6.3/8.0<10""",11 36 07,+45 23 06,1950,,,,
1017,Sigma_1561,"5.9/8.0<10""",11 36 07,+45 23 06,1950,,,,
1018,O_Sigma_237,"7.4/9.0<1"".5",11 37 _,+41 18 00,_,,,,
1019,20_C_655,12.3,11 37 30,+67 33.8 _,1950,,,,
1020,Sigma_1566,"8.3/9.8<2"".7",11 38 02,+21 18 49,1950,,,,
1021,61_Ursa_Major,5.6,11 38 25,+34 29 02,1950,,,,
1022,62_Ursa_Major,5.7,11 38 58,+32 01 22,1950,,,,
1023,Ross_1003,12.1,11 39 08,+43 01.7 _,1950,,,,
,,,,,,,,,
1025,xi_Virginis,5.1,11 42 42,+08 32 10,1950,,,,
1026,nu_Virginis,4.2,11 43 17,+06 48 34,1950,,,,
1027,G148-7,14.1,11 43 21,+32 06.2 _,1950,,,,
1028,A_2778,8.5,11 43 24,+08 03 00,1950,,,,
1029,chi_Ursa_Major,3._,11 43 25,+48 03 24,1950,,,,
1030,AC_79o3888,11.0,11 44 39,+78 57.8 _,1950,,,,
1031,Rosss_128,11.0,11 45 09,01 06 00,1950,,,,
1032,4_Virginis,5.2,11 45 20,+08 31 25,1950,,,,
1033,93_Leonis,4.5,11 45 24,+20 29 48,1950,,,,
1034,beta_603,6.8,11 46 04,+14 33 43,1950,,,,
1035,beta_Leonis,2.2,11 46 30,+14 51 05,1950,,,,
1036,AC_79o3888,10.9,11 47 41,+78 41 24,2000,,,,
1037,Ross_128,11.10,11 47 45,+00 48 18,2000,,,,
1038,beta_Virginis,3.8,11 48 05,+02 02 47,1950,,,,
1039,G122-49,13.26,11 48 27,+48 39.9 _,1950,,,,
1040,G148-13,12.1,11 48 33,+35 32.9 _,1950,,,,
1041,GC_16248,7.8,11 49 47,+10 13 28,1950,,,,
1042,R_908,13.1,11 50 00,+27 47.8 _,1950,,,,
1043,Grb_1830,6.5,11 50 06,+38 04 39,1950,,,,
1044,L901-10,11.9,11 50 48,-07 06 00,1950,,,,
1045,beta_794,6.5,11 51 02,+74 02 08,1950,,,,
1046,gamma_Ursa_Major,2.5,11 51 12,+53 58 21,1950,,,,
1047,G57-28,14.2,11 51 34,+10 05.5 _,1950,,,,
1048,65_Ursa_Major,"7.2/9.0<"".3",11 52 30,+46 45 17,1950,,,,
1049,Grb_1830,6.45,11 52 58,+37 43 06,2000,,,,
1050,95_Leonis,5.5,11 53 06,+15 55 29,1950,,,,
1051,O_Simga_241,6.5,11 53 42,+35 43 34,1950,,,,
1052,G_121-33,15.5,11 54 11,+18 39.0 _,1950,,,,
1053,beta_918,"6.8/13.0<7.""5",11 55 33,+32 33 16,1950,,,,
1054,7_Virginis,5.2,11 57 23,+03 56 00,1950,,,,
1055,Lal_22585,5.6,11 58 10,-10 09 40,1950,,,,
1056,8_Virginis,4.6,11 58 18,+06 53 35,1950,,,,
1057,67_Ursa_Major,5.1,11 59 34,+43 19 22,1950,,,,
1058,Lal_22632,6.8,11 59 57,+43 22 10,1950,,,,
1059,SA_56,_,12 01 00,+29 24 00,1950,,,,
1060,9_Virginis,4.3,12 02 39,+09 00 38,1950,,,,
1061,GD_148,14.5,12 06 _,+31 20 _,1950,,,,
1062,20C_684,10.8,12 07 _,-0 18 00,1975,,,,
1063,Lal_22810,7.4,12 07 06,+40 31 51,1950,,,,
1064,10_Virginis,6.1,12 07 08,+02 10 42,1950,,,,
1065,L830_45,14.7,12 07 23,-12 52 30,1950,,,,
1066,11_Virginis,5.7,12 07 30,+06 05 05,1950,,,,
1067,WOR_22,"13.0/14<1.""4",12 07 35,+05 43 00,1950,,,,
1068,Sigma_1608,_,12 08 57,+53 41 54,1950,,,,
1069,4_Com,5.8,12 09 19,+26 08 55,1950,,,,
1070,4_H.Draconis,5.1,12 09 52,+77 55 38,1950,,,,
1071,Lal_22908,7.6,12 10 40,+11 06 28,1950,,,,
1072,gamma_2810,9.3,12 10 _,+13 24 00,1975,,,,
1073,WB_69,7.4,12 11 _,-02 09 _,1975,,,,
1074,HZ_21,15,12 11 28,+33 13 00,1950,,,,
1075,delta_Ursa_Major,3.4,12 12 57,+57 18 36,1950,,,,
1076,Sigma_1620,"8.5/10.3<2.""1",12 13 15,+09 18 44,1950,,,,
1077,C1,13.8,12 13 16,+52 47 30,1950,,,,
1078,6_Comae,5.1,12 13 27,+15 10 38,1950,,,,
1079,7_Comae,5.1,12 13 39,+24 13 23,1950,,,,
1080,Pi_29,5.1,12 13 59,+33 20 26,1950,,,,
1081,L_1046-18,14.0,12 14 20,+03 14.6 _,1950,,,,
1082,Brad_1656,6.3,12 16 _,+86 36 00,1975,,,,
1083,Porter_703,7.5,12 16 35,+16 49 40,1950,,,,
1084,Ambr_3996,5.4,12 16 36,+75 26 16,1950,,,,
1085,Ross_917,11.5,12 17 _,+46 48 00,1975,,,,
1086,16_Virginis,5.0,12 17 48,+03 35 26,1950,,,,
1087,+29_-2279,13.0,12 18 _,+28 30 00,1975,,,,
1088,eta_Virginis,4.0,12 18 _,-00 23 _,_,,,,
1089,11_Comae,4.9,12 19 _,+18 6 00,_,,,,
1090,+42o2296,9.5,12 19 35,+42 29.9 _,1950,,,,
1091,Sigma_1636,"6.5/9.0<20""",12 19 59,+05 34 59,1950,,,,
1092,17_Virginis,"6.2/9.0<20""",12 19 59,+05 34 59,1950,,,,
1093,12_Comae,"4.8/8.5<7""",12 19 59,+26 07 24,1950,,,,
1094,74o493,8.2,12 21 _,+73 24 00,1975,,,,
1095,5_Can_Ven,5.0,12 21 36,+51 50 20,1950,,,,
1096,13_Comae,5.1,12 21 48,+26 22 32,1950,,,,
1097,Sigma_1639,"6.7/7.9<0.""8",12 21 56,+25 51 34,1950,,,,
1098,Ross_690,11.2,11 22 _,+64 6 00,1975,,,,
1099,20_C_703,11.7,12 22 10,-17 55 00,1950,,,,
1100,6_Can_Ven,5.2,12 23 23,+39 17 44,1950,,,,
1101,14_Comae,5.2,12 23 54,+27 32 41,1950,,,,
1102,TN_615,15.6,12 24 _,+24 29 _,_,,,,
1103,gamma_2863,9.7,12 24 _,+1 24 00,1975,,,,
1104,15_Comae,4.6,12 24 26,+28 32 45,1950,,,,
1105,16_Comae,5.0,12 24 25,+27 06 08,1950,,,,
1106,Sigma_1643,"8.5/8.7<2""",12 24 43,+27 18 18,1950,,,,
1107,17_Comae,5.4,12 26 24,+26 11 21,1950,,,,
1108,Wolf_414,11.8,12 26 27,+08 42.3 _,1950,,,,
1109,18_Comae,5.5,12 27 _,+24 23 _,_,,,,
1110,3C_273,12.6,12 27.5 _,+2 12 00,_,,,,
1111,74_Ursa_Major,5.4,12 27 38,+58 40 50,1950,,,,
1112,7_Can_Ven,6.2,12 27 41,+51 48 40,1950,,,,
1113,4_Draconis,5.2,12 27 55,+69 28 40,1950,,,,
1114,9o2636,8.8,12 28 46,+09 05 37,1950,,,,
1115,+55o1536,8.8,12 28 56.92,+55 23 41.2,1950,,,,
1116,21_Comae,5.4,12 29 _,+25 01 _,_,,,,
1117,Lal_23447,9.0,12 29 51,+27 03 26,1950,,,,
1118,Wolf_424,12.7,12 30 50,+09 17 42,1950,,,,
1119,Ambr_4075/Lal_23491,5.4/6.4,12 31 11,+33 31 24,1950,,,,
1120,beta_Can_Ven,4.5,12 31 22,+41 37 43,1950,,,,
1121,21_Virginis,5.4,12 32 _,-09 07 _,_,,,,
1122,Wolf_427,11.1,12 32 20,+10 06.5 _,1950,,,,
1123,23_Comae,4.8,12 32 21,+22 54 15,1950,,,,
1124,24_Comae,"5.2/6.7<20""",12 32 35,+18 39 07,1950,,,,
1125,6_Draconis,5.2,12 33 _,+70 23 _,_,,,,
1126,+46o1797,7.13,12 33 30,+46 03 21,1950,,,,
1127,R_Virginis(var),_,12 35 57,+07 15 46,1950,,,,
1128,chi_Virginis,4.8,12 37 _,-7 38 _,_,,,,
1129,+34o2342,7.66,12 38 27,+34 22 44,1950,,,,
1130,gamma_Virginis,3.7,12 39 07,-01 10 31,1950,,,,
1131,31_Virginis,"5.5/11.0<4""",12 40 _,+7 6 00,_,,,,
1132,30_Virginis,5.0,12 40 _,+10 30 00,_,,,,
1133,Sigma_1678,"7.3/8.0<32""",12 41 _,+14 50 _,_,,,,
1134,56o_1618,9.1,12 39 27.11,+55 59 55.3,1950,,,,
1135,Fed_2135,7.0,12 41 59,+52 02 06,1950,,,,
1136,10_Can_Ven,6.2,12 42 37,+39 33 03,1950,,,,
1137,33_Virginis,5.9,12 43 50,+09 49 08,1950,,,,
1138,32_Virginis,5.2,12 43 05,+07 56 48,1950,,,,
1139,G149-7,15.4,12 44 44,+14 58.5 _,1950,,,,
1140,L_832-21,14.2,12 44 50,-12 32 18,1950,,,,
1141,Wolf_437,11.1,12 45 28,+10 01.7 _,1950,,,,
1142,W_437,15.4,12 46 _,+9 54 00,_,,,,
1143,Ambr_4140,6.5,12 46 20,+25 06 50,1950,,,,
,,,,,,,,,
1145,Grb_1931,5.9,12 47 48,+37 47 19,1950,,,,
1146,Lal_23900,6.4,12 46 20,+25 06 50,1950,,,,
1147,Lal_23917,8.1,12 47 11,+01 28 08,1950,,,,
1148,+0o2989,8.49,12 48 09,-00 29 26,1950,,,,
,,,,,,,,,
1150,31_Comae,5.1,12 49 15,+27 48 44,1950,,,,
1151,Grb_1930,6.0,12 49 58,+16 23 38,1950,,,,
1152,Sigma_1687,5.1,12 50 50,+21 30 58,1950,,,,
1153,epsilon_Ursa_Major,1.7,12 51 50,+56 13 48,1950,,,,
1154,psi_Virginis,4.9,12 52 _,-09 16 _,_,,,,
1155,delta_Virginis,3.7,12 53 04,+03 40 51,1950,,,,
1156,8_Draconis,5.3,12 53 29,+65 42 33,1950,,,,
1157,alpha_Can_Ven,"2.9/5.4<20""",12 53 40,+38 35 03,1950,,,,
1158,L_1336-41,13.0,12 54 35,+22 18.2 _,1950,,,,
1159,36_Comae,5.0,12 57 _,+17 42 00,_,,,,
1160,L_1408-19,15.6,12 57 23,+27 50.2 _,1950,,,,
1161,37_Comae,5.1,12 57 53,+31 03 15,1950,,,,
1162,9_Draconis,5.5,12 58 02,+66 51 59,1950,,,,
1163,Wolf_461,14.9,12 58.1 _,+05 57 _,1950,,,,
1164,Ambr_4193,6.3,12 58 11,+18 38 28,1950,,,,
1165,+13o2618,9.9,12 58 18,+12 38.7 _,1950,,,,
1166,78_Ursa_Major,4.9,12 58 35,+56 38 07,1950,,,,
1167,epsilon_Virginis,3.0,12 59 41,+11 13 38,1950,,,,
1168,Pi_255,6.0,12 59 50,+63 52 43,1950,,,,
1169,AC_+56o45927,10.8,13 02 45,+56 11 00,1950,,,,
1170,14_Can_Ven,5.1,13 03 24,+36 03 57,1950,,,,
1171,39_Comae,6.0,13 03 55,+21 25 17,1950,,,,
1172,40_Comae,5.62,13 03 56,+22 53 01,1950,,,,
1173,41_Comae,4.9,13 04 46,+27 53 33,1950,,,,
1174,49_Virginis,5.3,13 05 16,-10 28 24,1950,,,,
1175,Sigma_1722,"7.7/8.8<3.""3",13 05 58,+15 45 31,1950,,,,
1176,G164-46,14.8,13 06 13,+40 43.2 _,1950,,,,
1177,Porter_749,7.0,13 06 19,+05 28 58,1950,,,,
1178,theta_Virginis,"4.4/9.0<7""",13 07 21,-05 16 21,1950,,,,
1179,alpha_Comae,4.6,13 07 33,+17 47 36,1950,,,,
1180,beta_931,"6.7/11.8<5""",13 08 18,+13 34 21,1950,,,,
1181,Porter_752,8.5,13 08 53,+09 53 15,1950,,,,
1182,beta_Comae,4.3,13 09 32,+28 07 51,1950,,,,
1183,O_Sigma_261,"6.9/7.4<2""",13 09 41,+32 21 01,1950,,,,
1184,Sigma_1709,7.1/9.9<2.6,13 10 37,-04 45 26,1950,,,,
1185,Lal_24587,5.0,13 11 27,+40 25 01,1950,,,,
1186,HZ_43,12.0,13 14 00,+29 22 00,1950,,,,
1187,59_Virginis,5.6,13 14 17,+09 41 05,1950,,,,
1188,LI_24652,"10.2/6.6<4""",13 14 21,+17 17 02,1950,,,,
1189,beta_800,7.1,13 14 21,+17 17 02,1950,,,,
1190,Lal_24652,6.6,13 14 22,+17 17 02,1950,,,,
1191,HZ_43,"12/14<2.""4",13 15 _,+29 12 00,_,,,,
1192,sigma_Virginis,5.0,13 15 09,+05 43 57,1950,,,,
1193,20_Can_Ven,4.7,13 15 18,+40 50 06,1950,,,,
1194,61_Virginis,4.8,13 15 47,-18 02 01,1950,,,,
1195,Lal_24652,"6.6/10.2<4""",13 14 21,+17 02 _,1950,,,,
1196,21_Can_Ven,5.1,13 16 07,+49 56 40,1950,,,,
1197,gamma_3044,9,13 16 24,-02 48.5 _,1950,,,,
1198,Lal_24732,6.0,13 16 46,+35 23 23,1950,,,,
1199,L_529,9.6,13 17 _,+35 24 _,_,,,,
,,,,,,,,,
1201,Porter_765,7.0,13 17 47,+38 25 19,1950,,,,
1202,Lal_24774,8.2,13 18 16,+43 22 26,1950,,,,
,,,,,,,,,
1204,zeta_Ursa_Major,"2.4/4.2<14.""5",13 21 54,+55 11 09,1950,,,,
1205,Mizar_B,2.4,13 21 55,+55 10 56,1950,,,,
1206,66_Virginis,5.8,13 21 56,-04 54 12,1950,,,,
1207,Ho_260,8.3,13 21 14,+20 29 41,1950,,,,
,,,,,,,,,
1209,Br_1780,5.2,13 25 59,+14 02 42,1950,,,,
1210,70_Virginis,5.2,13 25 59,+14 02 42,1950,,,,
1211,Ambr_4317,5.4,13 26 37,+60 12 12,1950,,,,
1212,G_63-32,13.5,13 26 52,+11 42.7 _,1950,,,,
1213,+11o2576,9.2,13 27 28,+10 38.8 _,1950,,,,
1214,-7o3632,9.5,13 27 40,-08 18.8 _,1950,,,,
1215,74_Virginis,4.8,13 29 21,-05 59 53,1950,,,,
,,,,,,,,,
1217,76_Virginis,5.4,13 30 19,-09 54 29,1950,,,,
1218,78_Virginis,4.9,13 30 46,+71 58 25,1950,,,,
1219,Lal_25087,7.4,13 31 43,-00 03 31,1950,,,,
1220,zeta_Virginis,3.4,13 32 08,-00 20 27,1950,,,,
1221,81_Ursa_Major,5.5,13 32 12,+55 36 14,1950,,,,
1222,24_Can_Ven,4.6,13 32 24,+49 16 15,1950,,,,
1223,Ambr_4340,5.0,13 32 33,+37 26 16,1950,,,,
1224,20_C_793,9.8,13 33 59,+74 45.3 _,1950,,,,
1225,Wolf_489,15.2,13 34 10,+03 56.8 _,1950,,,,
1226,LD_5455,"14.9/15.2<14""",13 34 18,-16 04 00,1950,,,,
1227,beta_612,5.8,13 35 _,+11 10 _,_,,,,
