Entry Number,Field Name,Magnitude,RA,Dec,Equinox,TSC No.,TSC Name,RA1950,Dec1950
2014,52_Aquilae,"5.7/6.6<1.""4",19 45 _,+11 37 _,1950,,,,
2015,Porter_1093,6.8,19 45 01,+00 58 03,1950,,,,
2016,delta_Sagittae,3.8,19 45 09,+18 24 34,1950,,,,
2017,Lal_37728,6.8,19 45 59,+27 44 28,1950,,,,
2018,pi_Aquillae,6.0,19 46 20,+11 41 24,1950,,,,
2019,8_Sagittae,5.0,19 46 45,+19 00 55,1950,,,,
2020,O_Sigma_387,"7.2/8.2<0.""5",19 46 51,+35 11 03,1950,,,,
2021,Lal_37785,6.5,19 46 52,+35 11 03,1950,,,,
2022,Lal_37766,7.1,19 47 06,+27 36 29,1950,,,,
2023,epsilon_Draconis,"4.0/7.6<3""",19 48 21,+70 08 26,1950,,,,
2024,O_Sigma,"6.9/8.8<13""",19 48 _,+30 55 _,1950,,,,
2025,Altair,0.9,19 48 21,+08 44 06,1950,,,,
2026,54_Aquilae,5.2,19 48 37,+10 17 20,1950,,,,
2027,Chi_Cygni(var.),5.1-13.3,19 48 42,+32 47 _,2000,,,,
2028,19_Cygni,5.4,19 48 47,+38 35 33,1950,,,,
2029,Sigma_2587,"6.6/9.2<4""",19 48 57,+03 57 36,1950,,,,
2030,Lal_37866,6.3,19 48 59,+37 41 52,1950,,,,
,,,,,,,,,
2032,Amb_6424,6.4,19 49 42,+11 30 13,1950,,,,
2033,eta_Aquilae(var.),3.7-4.7,19 49 55,+00 52 33,1950,,,,
2034,Boss_5072,5.7,19 49 55,+24 51 45,1950,,,,
2035,Lal_37832,5.6,19 50 42,-03 14 44,1950,,,,
2036,Grb_2961,8.0,19 51 15,+38 38 16,1950,,,,
2037,13_Vulp.,4.5,19 51 20,+23 56 52,1950,,,,
2038,Porter_1100,8.5,19 51 43,+01 48 55,1950,,,,
2039,xi_Aquilae,4.9,19 51 49,+08 19 50,1950,,,,
2040,Ambr_6450,5.5,19 52 23,+24 11 13,1950,,,,
2041,beta_Aquilae,3.9,19 52 51,+06 16 49,1950,,,,
2042,H_581,"8.1/8.6<0.""3",19 53 19,+41 43 42,1950,,,,
2043,S_Sagittae(var.),5.5-6.1,19 53 44,+16 30 03,1950,,,,
2044,61_Aquilae,5.3,19 53 52,+11 17 22,1950,,,,
2045,G208-44,15.4,19 53 54,+44 24 42,2000,,,,
2046,LPM_714,14.1,19 53 56,-01 10.2 _,1950,,,,
2047,G92-40,14,19 53 56,-01 10.2 _,1950,,,,
2048,psi_Cygni,"4.8/7.5<3""",19 54 20,+52 18 19,1950,,,,
2049,21_Cygni,4.2,19 54 25,+34 56 58,1950,,,,
2050,Ambr_6478,5.1,19 54 58,+58 42 42,1950,,,,
2051,29o3820,8.2,19 55 12,+29 41 08,1950,,,,
2052,11_Sagittae,5.4,19 55 29,+16 39 11,1950,,,,
2053,Nova_Cygni(var.),_,19 56 _,+53 25 _,1950,,,,
2054,gamma_Sagittae,3.7,19 56 31,+19 21 18,1950,,,,
2055,Lal_38177,5.4,19 56 38,+30 50 48,1950,,,,
2056,14_Vulpec,5.7,19 57 02,+22 57 50,1950,,,,
2057,Lal_38100,5.9,19 57 04,-10 05 25,1950,,,,
2058,15_Vulpec,4.7,19 59 02,+27 36 51,1950,,,,
2059,26_Cygni,5.3,19 59 56,+49 57 52,1950,,,,
2060,SA_64,_,20 00 00,+30 08 00,1950,,,,
2061,5Y2#4747,7.2,20 00 16,+15 27 33,1950,,,,
2062,Maan_430,7.0,20 00 17,+15 27 34,1950,,,,
2063,64_Draconis,5.4,20 00 57,+64 40 50,1950,,,,
2064,14_Sagittae,5.5,20 01 12,+15 53 22,1950,,,,
2065,Amb_6513,6.0,20 01 33,+29 45 43,1950,,,,
2066,5Y2_4762,7.3,20 01 46,+23 12 39,1950,,,,
2067,Maan_434,7.0,20 01 47,+23 12 40,1950,,,,
2068,62_Aquilae,5.8,20 01 49,-00 51 01,1950,,,,
2069,15_Sagittae,5.9,20 01 51,+16 56 00,1950,,,,
2070,Sigma_2626,"8.0/8.2<1.""2",20 02 15,+30 24 00,1950,,,,
2071,67_Draconis,4.7,20 02 35,+67 43 51,1950,,,,
2072,Lal_38430,7.8,20 02 49,+25 54 59,1950,,,,
2073,Wolf_1130,_,20 02 53,+54 19 31,1950,,,,
2074,eta_Sagittae,5.3,20 02 56,+19 50 47,1950,,,,
2075,Lal_38451,6.6,20 03 20,+38 19 59,1950,,,,
2076,20C1191,12.2,20 03 52,+54 17.9 _,1950,,,,
2077,27_Cygni,5.6,20 04 30,+35 50 01,1950,,,,
2078,66_Draconis,5.6,20 04 45,+61 50 60,1950,,,,
2079,Grb_3042,5.7,20 04 55,+53 01 02,1950,,,,
2080,Sigma_2642,8.7,20 04 55,+63 33 30,1950,,,,
2081,Sigma_2635,"7.0/10.5<7"".5",20 07 42,+08 17 50,1950,,,,
2082,Lal_38612,"6.6/10<7""",20 07 43,+08 17 51,1950,,,,
2083,17_Sagittae,"5.5/8.0<11""",20 07 44,+20 45 55,1950,,,,
2084,18_Vulpec,5.5,20 08 28,+26 45 17,1950,,,,
2085,O_Sigma_400,"7.1/8.2<.""6",20 08 33,+43 37 43,1950,,,,
2086,theta_Aquilae,3.4,20 08 43,-00 58 16,1950,,,,
2087,Porter_1121,7.3,20 08 50,+16 01 59,1950,,,,
2088,xi_Cap.,5.9,20 09 39,-12 45 56,1950,,,,
2089,kappa_Cephei,"4.4/8.0<7""",20 10 36,+77 33 42,1950,,,,
2090,68_Draconis,5.7,20 10 45,+61 55 36,1950,,,,
2091,Sigma_2658,"7.0/9.1<5""",20 11 _,+52 52 _,1950,,,,
2092,BGC_10012,"8.0/7.8<44""",20 11 42,+06 25 31,1950,,,,
2093,67_Aquilae,5.0,20 11 58,+15 02 38,1950,,,,
2094,"31,0_Cyg",4.0,20 12 02,+46 35 19,1950,,,,
2095,O^2_Cygni,4.0,20 12 03,+46 35 19,1950,,,,
2096,G24,16.0,20 11 33,+6 32.3 _,950,,,,
2097,21_Vulpec,5.2,20 12 11,+28 32 31,1950,,,,
2098,33_Cygni,4.3,20 12 14,+56 24 50,1950,,,,
2099,Sigma_2658,7.0,20 12 21,+52 58 12,1950,,,,
2100,76o785,9.3,20 12 24,+77 04 49,1950,,,,
2101,24_Vulpec,5.4,20 12 38,+24 30 57,1950,,,,
2102,29_Cygni,5.0,20 12 39,+36 39 07,1950,,,,
2103,22_Vulpec,5.4,20 13 20,+23 21 17,1950,,,,
2104,23_Vulpec,4.7,20 13 41,+27 39 35,1950,,,,
2105,32_Cygni,4.2,20 13 55,+47 33 35,1950,,,,
2106,L782-20,12.8,20 14 10,+37 16 54,1950,,,,
2107,Bradley_2613,5.5,20 15 08,+40 12 33,1950,,,,
2108,Alpha_Capricorni,3.8,20 15 16,-12 42 04,1950,,,,
2109,Grb_3127,8.2,20 15 28,+50 07 33,1950,,,,
2110,P_Cygni,4.9,20 15 57,+37 52 35,1950,,,,
2111,Brad_2618,5.0,20 16 21,+40 34 31,1950,,,,
2112,35_Cygni,5.2,20 16 44,+34 49 31,1950,,,,
2113,Amb_6603,6.2,20 17 02,+66 41 33,1950,,,,
2114,Sigma_2671,"6.0/7.4<3""",20 17 10,+55 14 24,1950,,,,
2115,+36o4028,9.7,20 19 42,+36 45 24,1950,,,,
2116,25_Vulpec,5.4,20 19 54,+24 17 07,1950,,,,
2117,gamma_Cygni,2.3,20 20 25,+40 05 44,1950,,,,
2118,Lal_39188,6.2,20 20 32,+14 23 24,1950,,,,
2119,-21o5703,8.2,20 20 39,-21 31 05,1950,,,,
2120,39_Cygni,4.6,20 21 51,+32 01 39,1950,,,,
2121,CC_1206,8.5,20 23 47,+09 17 36,1950,,,,
2122,beta_10216,"6.6/8.0<60""",20 24 51,-02 17 03,1950,,,,
2123,43_Cygni,5.7,20 25 31,+49 13 00,1950,,,,
2124,40_Cygni,5.4,20 25 42,+38 16 30,1950,,,,
2125,5Y2_4868,5.0,20 26 00,-17 48 49,1950,,,,
2126,Hough_131,6.8,20 26 02,+18 36 12,1950,,,,
2127,69_Aquilae,5.1,20 27 03,+68 36 03,1950,,,,
2128,41_Cygni,4.1,20 27 21,+30 12 02,1950,,,,
2129,G24-16,13.0,20 27 22,+09 31.3 _,1950,,,,
2130,beta_63,5.9,20 27 54,+10 43 38,1950,,,,
2131,groom_3196,6.5,20 28 20,+45 45 28,1950,,,,
2132,2_Cephei,4.3,20 28 44,+62 49 32,1950,,,,
2133,Porter_1131,5.8,20 29 39,-10 01 31,1950,,,,
2134,beta_668,"5.8/11.7<4.""5",20 29 39,-10 01 31,1950,,,,
2135,Sigma_2695,"6.3/8.0<0.""9",20 29 49,+25 33 04,1950,,,,
2136,epsilon_Delphi,4.0,20 30 49,+11 07 55,1950,,,,
2137,grb_3215,7.0,20 31 06,+41 43 15,1950,,,,
2138,HG_11478,6.8,20 31 34,+65 13 19,1950,,,,
2139,eta_Delph,5.2,20 31 35,+12 51 16,1950,,,,
2140,47_Cygni,4.8,20 31 57,+35 04 43,1950,,,,
2141,73_Draconis,5.2,20 32 11,+74 47 00,1950,,,,
2142,Wolf_1346,11.5,20 32 12,+24 54 _,1950,,,,
2143,74_Draconis,6.1,20 32 26,+80 55 04,1950,,,,
2144,Maan_446,8.6,20 32 43,+05 57 25,1950,,,,
2145,4_Delph,4.7,20 32 58,+14 30 02,1950,,,,
2146,70_Aquilae,5.2,20 34 07,-02 43 27,1950,,,,
2147,beta_Delphini,3.7,20 35 12,+14 25 12,1950,,,,
2148,5_Delphini,5.4,20 35 26,+11 12 07,1950,,,,
2149,71_Aquilae,4.5,20 35 45,-01 16 52,1950,,,,
2150,gr_3243,7.0,20 36 12,+42 40 01,1950,,,,
2151,29_Vulpec,4.8,20 36 17,+21 01 28,1950,,,,
2152,kappa_Delphini,5.2,20 36 41,+09 54 31,1950,,,,
2153,Porter_1140,"6.8/8.7<31""",20 36 47,+38 27 40,1950,,,,
2154,1_Aquarii,5.4,20 36 51,00 18 33,1950,,,,
2155,Maan_450,8.4,20 37 05,+04 47 36,1950,,,,
2156,Lal_3986,"8.2/9.2<"".7",20 37 05,+04 47 35,1950,,,,
2157,alpha_Delphini,3.9,20 37 18,+15 44 04,1950,,,,
2158,VW_Cap,7.6,20 38 03,+75 24 58,1950,,,,
2159,Porter_1144,7,20 38 29,+19 45 09,1950,,,,
2160,D_Ag_5533,6.7,20 38 29,+19 45 08,1950,,,,
2161,Ambr_6727,6.0,20 39 15,+60 19 26,1950,,,,
2162,alpha_Cygni,1.3,20 39 _,+45 00 _,1950,,,,
2163,-19o5899,10.4,20 40 14,+19 15 30,1950,,,,
2164,O_Sigma_411,"7.6/10<16""",20 40 39,+45 38 45,1950,,,,
2165,11_Delph,4.5,20 41 07,+14 53 38,1950,,,,
2166,X_Cygni(var),6.2-7.4,20 41 26,+35 24 23,1950,,,,
2167,Sigma_2725,"7.3/8.0<5""",20 42 _,+15 36 _,1950,,,,
2168,4_Cephei,5.6,20 42 33,+66 28 31,1950,,,,
2169,30_Vulp,5.1,20 42 42,+25 05 26,1950,,,,
2170,52_Cygni,4.3,20 43 35,+30 32 16,1950,,,,
2171,Amb_6752,4.7,20 44 06,+57 23 59,1950,,,,
2172,epsilon_Cygni,2.6,20 44 11,+33 46 54,1950,,,,
2173,eta_Cephei,3.6,20 44 16,+61 38 38,1950,,,,
2174,gamma_Delphini,"4.2/5.0<12""",20 44 19,+15 56 34,1950,,,,
2175,Grb_3285,6.4,20 44 54,+52 48 45,1950,,,,
2176,2_Aquarii,3.8,20 44 58,-09 40 48,1950,,,,
2177,3_Aquarii,4.6,20 45 05,-05 12 43,1950,,,,
2178,T_Cygni,5.2,20 45 10,+34 11 21,1950,,,,
2179,13_Delphini,5.6,20 45 19,+05 49 24,1950,,,,
2180,Grb_3295,6.3,20 46 23,+52 13 26,1950,,,,
2181,L_1576-43,12.9,20 47 10,+37 16.9 _,1950,,,,
2182,15_Delphini,6.0,20 47 15,+12 21 25,1950,,,,
2183,56_Cygni,5.1,20 48 18,+43 52 12,1950,,,,
2184,Sigma_2729,6.0,20 48 46,-05 48 52,1950,,,,
2185,4_Aquarii,"6.0/7.6<0.""8",20 48 46,-05 48 52,1950,,,,
2186,T_Vulpec(var),5.5-6.4,20 49 20,+28 03 43,1950,,,,
2187,__Aquarii,5,20 49 30,-05 41 45,1950,,,,
2188,6_Aquarii,4.8,20 49 57,-09 10 19,1950,,,,
2189,31_Vulpec,4.8,20 49 59,+26 54 31,1950,,,,
2190,Grb_3319,5.6,20 51 33,+44 59 29,1950,,,,
2191,Pi_20h391,7.2,20 51 53,+54 19 31,1950,,,,
2192,Maan_457,7.8,20 52 04,+74 34 57,1950,,,,
2193,Oe_21338,8.7,20 52 18,+61 58 30,1950,,,,
2194,32_Vulpec,5.2,20 52 25,+27 51 59,1950,,,,
2195,Sigma_2735,6.0,20 53 10,+04 20 26,1950,,,,
2196,17_Delphini,5.4,20 53 14,+13 31 46,1950,,,,
2197,Porter_1157,7.1,20 54 15,+01 31 31,1950,,,,
2198,Amb_6812,6.1,20 54 47,+49 00 09,1950,,,,
2199,Lal_40604,7.8,20 54 58,+42 41 57,1950,,,,
2200,Wolf_1373,12,20 55 12,+22 10 _,1950,,,,
2201,nu_Cygni,4.0,20 55 18,+40 58 25,1950,,,,
2202,Br_2726,5.8,20 56 32,+44 16 34,1950,,,,
2203,epsilon_Equulei,"5,7/6.2<0.""3",20 56 34,+04 06 02,1950,,,,
2204,Wolf_901,_,20 56 35,+03 22 53,1950,,,,
2205,Sigma_2741,"5.7/7.0<2""",20 56 53,+50 16 01,1950,,,,
2206,Lal_40728,6.6,20 58 00,+40 03 36,1950,,,,
2207,beta_678,8.2,20 58 07,-08 32 23,1950,,,,
2208,Fu_54,"10.26/12.3<1""",20 58 10,+39 52 36,195-,,,,
2209,Brad_2738,5.8,20 58 11,+59 14 33,1950,,,,
2210,11_Aquarii,6.6,20 48 55,-04 55 28,1950,,,,
2211,Wolf_906,11.0,20 59 20,-06 30 30,1950,,,,
2212,beta_678,"8.2/11.5<3""",20 55.4 _,-08 44 _,1950,,,,
2213,Sigma_2744,"6.3/7.0<1.""5",21 00 30,+01 20 03,1950,,,,
2214,Porter_1166,7.5,21 00 53,+45 41 04,1950,,,,
2215,beta_1138,7.0,21 01 03,+45 39 02,1950,,,,
2216,Porter_1165,7.5,21 01 35,+03 47 01,1950,,,,
2217,Weisse_1454,8.1,21 01 37,+02 48 00,1950,,,,
2218,3_Equulei,5.9,21 02 05,+05 18 10,1950,,,,
2219,4_Equulei,6.0,21 02 58,+05 45 34,1950,,,,
2220,xi_Cygni,3.9,21 03 06,+43 43 39,1950,,,,
2221,61_Cygni,"5.4/6.1<25""",21 04 39,+38 29 59,1950,,,,
2222,63_Cygni,4.9,21 04 52,+47 26 47,1950,,,,
2223,Sigma_2760,"7.3/8.1<4""",21 05 58,+33 56 36,1950,,,,
2224,Grb_3409,6.0,21 06 06,+71 13 53,1950,,,,
2225,Wolf_918,12.0,21 06 26,+46 57 30,1950,,,,
2226,Sigma_2762,"5.6/8.0<3""",21 06 31,+30 00 09,1950,,,,
2227,nu_Aquarii,4.5,21 06 52,-11 34 31,1950,,,,
2228,6_Equulei,4.8,21 08 05,+09 50 38,1950,,,,
2229,WB_21h127,8.1,21 09 24,+45 15 16,1950,,,,
2230,Maan_464,7.3,21 09 40,+17 32 04,1950,,,,
2231,Y_5098,7.3,21 09 40,+17 32 04,1950,,,,
2232,Lal_4144,8.0,21 09 44,+23 57 39,1950,,,,
2233,Novae_Cygni,_,21 09 53,+47 58 _,1950,,,,
2234,zeta_Cygni,3.4,21 10 48,+30 01 15,1950,,,,
2235,delta_Equulei,4.7,21 12 02,+09 48 11,1950,,,,
2236,Sigma_2779,"8.5/8.5<20""",21 12 17,+28 52 41,1950,,,,
2237,tau_Cygni,"4.9/7.4<1""",21 12 47,+37 49 52,1950,,,,
2238,alpha_Equulei,4.1,21 13 19,+05 02 24,1950,,,,
2239,sigma_Cygni,4.3,21 15 26,+39 11 03,1950,,,,
2240,Lal_41348,8.5,21 15 28,-00 02 47,1950,,,,
2241,15_Aquarii,5.7,21 15 33,-04 43 49,1950,,,,
2242,beta_163,"7.1/9.0<1""",21 16 09,+11 21 30,1950,,,,
2243,Sigma_2786,"7.0/8.1<2.""5",21 17 12,+09 18 48,1950,,,,
2244,alpha_Cephei,2.6,21 17 23,+62 22 23,1950,,,,
2245,gr_3432,5.6,21 17 45,+49 17 53,1950,,,,
2246,Sigma_2790,"5.8/10<5""",21 17 52,+58 24 41,1950,,,,
2247,Sigma_2789,"7.1/7.1<6""",21 18 22,+52 45 56,1950,,,,
2248,34_Vulpec,5.8,21 18 48,+23 38 39,1950,,,,
2249,Amb_6950,6.0,21 18 52,+02 40 26,1950,,,,
2250,Lal_41541,6.5,21 19 04,+40 08 06,1950,,,,
2251,1_Pegasi,"4.2/8.0<36""",21 19 46,+19 35 22,1950,,,,
2252,grb_3441,5.9,21 20 16,+49 10 26,1950,,,,
2253,10_Equulei,5.1,21 20 24,+06 35 46,1950,,,,
2254,Pi_114,5.7,21 21 44,+24 03 30,1950,,,,
2255,Pi_120,5.7,21 22 21,+25 57 30,1950,,,,
2256,19_Aquarii,5.8,21 22 32,-09 57 45,1950,,,,
2257,Lal_41685,6.4,21 22 55,+00 53 18,1950,,,,
2258,Bradley_2792,5.5,21 23 29,+46 29 49,1950,,,,
2259,Lal_41685,6.8,21 23 55,+00 53 18,1950,,,,
2260,R_198,14.4,21 24 50,+55 00.4 _,1950,,,,
2261,Ambr_6991,5.3,21 25 04,+48 37 00,1950,,,,
2262,Lal_41808,6.0,21 25 05,+52 40 50,1950,,,,
2263,35_Vulpec,5.4,21 25 27,+27 23 23,1950,,,,
2264,Pi_21h153,5.7,21 26 00,+32 00 20,195-,,,,
2265,Sigma_2799,"7.0/7.0<1.""6",21 26 26,+10 51 55,1950,,,,
2266,AC_73o8031,12.1,21 26 36,+73 25 00,1950,,,,
2267,Ross_775,10.9,21 27 13,+17 25.2 _,1950,,,,
2268,71_Cygni,5.3,21 27 36,+46 19 09,1950,,,,
2269,2_Pegasi,4.8,21 27 40,+23 25 07,1950,,,,
2270,Porter_1197,7.5,21 27 44,+12 03 09,1950,,,,
2271,Maan_474,7.5,21 27 53,+45 40 11,1950,,,,
2272,beta_Cephei,3.3,21 28 01,+70 20 27,1950,,,,
2273,Lal_41835,7.4,21 28 53,-09 57 51,1950,,,,
2274,beta_Aquarii,3.1,21 28 55,-05 47 31,1950,,,,
2275,-0o4234,"9.7/137<13.4""",21 29 37,-00 00.1 _,1950,,,,
2276,Lal_930-1,14.4,21 29 56,-04 46 24,1950,,,,
2277,Sigma_2804,"7.3/8.0<3""",21 30 40,+20 29 27,1950,,,,
2278,Lal_41835,7.4,21 31 14,-09 47 24,2000,,,,
2279,rho_Cygni,4.2,21 32 05,+45 22 12,1950,,,,
2280,O_Sigma_442,"7.9/8.2<"".7",21 32 37,+61 34 37,1950,,,,
2281,Pi_190,5.8,21 32 41,-04 12 25,1950,,,,
2282,72_Cygni,5.0,21 32 43,+38 18 32,1950,,,,
2283,Grb_3500,6.0,21 32 44,+51 28 30,1950,,,,
2284,Sigma_57,6.5,21 33 37,+66 32 56,1950,,,,
2285,74_Cygni,5.1,21 34 56,+40 11 17,1950,,,,
2286,xi_Aquarii,4.8,21 35 05,-08 04 46,1950,,,,
2287,5_Pegasi,5.3,21 35 24,+19 05 33,1950,,,,
2288,+27o4120,9.8,21 35 46,+27 29.9 _,1950,,,,
2289,4_Pegasi,5.8,21 36 02,+05 32 42,1950,,,,
2290,Lal_42199,5.8,21 36 41,+20 02 20,1950,,,,
2291,24_Aquarii,"7.7/8.2<.""5",21 36 56,-00 16 41,1950,,,,
2292,25_Aquarii,5.3,21 37 01,+02 01 04,1950,,,,
2293,G146-58,_,21 37 25,+22 01.1 _,1950,,,,
2294,beta_449,"7.1/7.9<29""",21 37 29,+41 29 58,1950,,,,
2295,75_Cygni,5.4,21 38 13,+43 02 46,1950,,,,
2296,AC_82o3818,12.5,21 38 15,+82 49 00,1950,,,,
2297,Porter_1203,7.4,21 38 50,+26 31 26,1950,,,,
2298,76_Cygni,6.0,21 39 33,+40 34 38,1950,,,,
2299,77_Cygni,5.5,21 40 21,+40 50 53,1950,,,,
2300,G126-27,14.8,21 40 22,+20 46.6 _,1950,,,,
2301,mu_Cephei(var.),4.0-4.8,21 40 58,+58 33 00,1950,,,,
2302,11_Cephei,4.8,21 41 11,+71 04 51,1950,,,,
2303,epsilon_Pegasi,2.5,21 41 43,+09 38 41,1950,,,,
2304,Lal_42390,6.1,21 42 07,+14 32 37,1950,,,,
2305,9_Pegasi,4.5,21 42 08,+17 07 10,1950,,,,
2306,46_Capricorn,5.3,21 42 20,-09 18 47,1950,,,,
2307,kappa_Pegasi,4.3,21 42 22,+25 24 51,1950,,,,
2308,78_Draconis,5.4,21 42 28,+72 05 26,1950,,,,
2309,Nova_Cygni_1978,6,21 42 33,+44 01 45,2000,,,,
2310,SS_Cyg,8.2,21 42 42,+43 35 00,2000,,,,
2311,12_Pegasi,5.4,21 43 46,+22 43 02,1950,,,,
2312,lambda_Capricorni,5.4,21 43 50,-11 35 50,1950,,,,
2313,Grb_3882,5.8,22 43 56,+44 16 55,1950,,,,
2314,nu_Cephei,4.5,21 44 00,+60 53 22,1950,,,,
2315,delta_Capricorni,3.0,21 44 16,+42 49 44,1950,,,,
2316,11_Pegasi,5.5,21 44 41,+02 27 14,1950,,,,
2317,14_Pegasi,5.0,21 46 37,+29 56 26,1950,,,,
2318,13_Pegasi,5.3,21 47 45,+17 03 08,1950,,,,
2319,Lal_42677,7.8,21 49 52,+42 06 45,1950,,,,
2320,15_Pegasi,5.6,21 50 15,+28 33 31,1950,,,,
2321,16_Cephei,5.3,21 50 47,+25 41 20,1950,,,,
2322,16_Pegasi,5.0,21 50 47,+25 41 20,1950,,,,
2323,L1003-16,14.5,21 51 00,-01 52.4 _,1950,,,,
2324,Pi_320,5.9,21 51 34,-04 30 41,1950,,,,
2325,D_Ag_5947,6.7,21 51 40,+28 06 25,1950,,,,
2326,O_Sigma_226_A,"7.0/8.0<76""",21 52 02,+67 52 16,1950,,,,
2327,Lal_42741,7.6,21 52 43,+32 06 06,1950,,,,
2328,+28o4211,"9/13<3""",21 53 _,+28 36 00,1950,,,,
2329,Brad_2871,7.0,21 53 13,+53 41 49,1950,,,,
2330,O_Sigma_455,"7.5/9.0<10""",21 54 17,+15 53 10,1950,,,,
2331,VV_Cephei(var.),5.4,21 55 14,+63 23 13,1950,,,,
2332,Porter_1215,7.1,21 55 58,+03 32 22,1950,,,,
2333,Porter_1216,6.4,21 56 18,-04 36 33,1950,,,,
2334,Porter_1217,7.0,21 56 28,+29 34 43,1950,,,,
2335,Sigma_2850,"7.0/11.2<3"".0",21 57 30,+23 42 03,1950,,,,
2336,20_Pegasi,5.7,21 58 39,+12 52 47,1950,,,,
,,,,,,,,,
2338,+0o4810,9.24,21 59 38,+01 09.6 _,1950,,,,
2339,Sigma_2873,"7.3/7.7<14""",22 00 07,+82 37 47,1950,,,,
2340,14_Cephei,5.5,22 00 23,+57 45 30,1950,,,,
2341,BD_+0o4810,_,22 01 _,+01 10 _,2000,,,,
2342,BL_Lacertae,12.5,22 02 _,+42 11 _,2000,,,,
2343,32_Aquarii,5.2,22 02 13,-01 08 56,1950,,,,
2344,xi_Cephei,"4.7/6.5<7""",22 02 20,+64 23 01,1950,,,,
2345,18_Cephei,5.5,22 02 22,+62 52 33,1950,,,,
2346,Sigma_2862,"7.6/8.0<2.""4",22 03 _,+00 10 _,1950,,,,
2347,Maan_480,5.0,22 03 09,+04 48 47,1950,,,,
2348,alpha_Aquarii,3.2,22 03 12,-00 33 48,1950,,,,
2349,20_Cephei,5.4,22 03 29,+62 32 28,1950,,,,
2350,Porter_1223,7.5,22 03 59,+01 36 38,1950,,,,
2351,Ambr_7190,5.3,22 04 00,+44 46 14,1950,,,,
2352,iota_Pegasi,4.0,22 04 40,+25 06 00,1950,,,,
2353,Lal_43205,7.9,22 04 53,+52 53 27,1950,,,,
2354,Pi_406,5.8,22 05 06,+19 13 49,1950,,,,
2355,BD_+4o4800,5.0,22 05 41,+05 03 54,2000,,,,
2356,Porter_1226,6.6,22 06 52,-07 47 18,1950,,,,
2357,27_Pegasi,5.6,22 07 00,+32 55 38,1950,,,,
2358,-5o5715,10.2,22 07 01,-04 53.3 _,1950,,,,
2359,theta_Pegasi,3.7,22 07 40,+05 57 03,1950,,,,
2360,pi_Pegasi,4.4,22 07 45,+32 55 55,1950,,,,
2361,W_B82,8.8,22 08 13,+22 33 04,1950,,,,
2362,24_Cephei,5.0,22 08 51,+72 05 40,1950,,,,
2363,Lal_43319,7.2,22 09 01,+36 00 47,1950,,,,
2364,Ross_271,10.4,22 09 06,+18 10 30,1950,,,,
2365,zeta_Cephei,3.6,22 09 06,+57 57 15,1950,,,,
2366,Grb_3703,5.4,22 09 13,+50 34 32,1950,,,,
2367,Grb_3719,5.5,22 09 30,+69 53 07,1950,,,,
2368,lambda_Cephei,5.2,22 09 48,+59 10 02,1950,,,,
2369,Amb_7232,5.4,22 10 00,+56 35 24,1950,,,,
2370,Ambr_7233,5.4,22 10 34,+34 21 26,1950,,,,
2371,Porte_1231,6.8,22 10 53,+25 41 40,1950,,,,
2372,Ambr_7243,4.6,22 11 43,+39 27 58,1950,,,,
2373,Sigma_2893,"6.1/8.0<29""",22 11 58,+73 03 31,1950,,,,
2374,Sigma_2881,7.7,22 12 17,+29 19 26,1950,,,,
2375,epsilon_Cephei,4.2,22 13 11,+56 47 37,1950,,,,
2376,1_Lacertae,4.2,22 13 47,+37 29 56,1950,,,,
2377,43_Aquarii,4.3,22 14 11,-08 01 58,1950,,,,
2378,Lal_43492,6.9,22 14 45,+12 38 49,1950,,,,
2379,Wolf_1561_A,13.5,22 17 23,+08 48 24,1950,,,,
2380,32_Pegasi,4.9,22 19 01,+28 04 41,1950,,,,
2381,48_Aquarii,4.0,22 19 04,-01 38 23,1950,,,,
2382,Porter_1238,7.8,22 20 39,+09 12 27,1950,,,,
2383,33_Pegasi,6.1,22 21 15,+20 35 42,1950,,,,
2384,3_Lacertae,4.6,22 21 35,+51 58 40,1950,,,,
2385,Am_7292,6.4,22 21 41,+38 19 05,1950,,,,
2386,+21o4747,9.1,22 22 24,+22 17.9 _,1950,,,,
2387,4_Lacertae,4.6,22 22 29,+49 13 20,1950,,,,
2388,34_Pegasi,6.2,22 23 04,+04 08 16,1950,,,,
2389,3C446(Quasar),14,22 23 11,-05 12 17,2000,,,,
2390,53_Aquarii,"6.6/6.4<6""",22 23 51,-16 59 46,1950,,,,
2391,35_Pegasi,4.9,22 25 19,+04 26 39,1950,,,,
2392,+11o4804,10,22 25 38,+11 59 35,1950,,,,
2393,G_127-34,12.1,22 25 56,+27 51.4 _,1950,,,,
2394,Krueger_60,9.2,22 26 11,+57 26.7 _,1950,,,,
2395,zeta_Aquarii,"4.0/4.2<3""",22 26 15,-00 16 35,1950,,,,
2396,delta_Cephei,3.7,22 27 18,+58 09 31,1950,,,,
2397,37_Pegasi,5.5,22 27 26,+04 10 37,1950,,,,
2398,5_Lacertae,4.6,22 27 26,+47 27 01,1950,,,,
2399,Lal_43974,6.2,22 28 41,-06 48 39,1950,,,,
2400,alpha_Lacertae,3.8,22 29 13,+50 01 29,1950,,,,
2401,29_Cephei,5.5,22 29 27,+78 34 03,1950,,,,
2402,39_Pegasi,6.3,22 30 10,+19 58 18,1950,,,,
2403,53o2911,"10.1/10.7<0.""55",22 30 45,+53 32 06,1950,,,,
